review,rating
"I saw many hospital in this 6 months CYTECARE is the best hospital as per my experience its for more beter than HCG CANCER CENTER... CYTECARE having very good location, building, Dr's, more over its very less price they are charging...Mind blowing treatment...",5
"Professional staff, taking care of patients and the care takers in best possible way. All the staff members, right from Reception, Lab technicians, Insurance desk, doctors & nurses, work as a team and effectively co-ordinate. Doctors are very friendly and patiently listen to all concerns & problems. Patients get confidence in the medicine prescribed by the doctors.",5
Very Good Ambience and Feel like home very good care taking from all the staffs and doctors of the hospital.,5
"Such a nice experience with hospital as us as Administration, I never seen such type of staff , they are very different, they are treating patients like their own family members.",5
hospital is excellent i am recomending all cancer patient Daycare chemotherapy is exleent my brother is taking treatment last 3 months Nursing care is and also all ther staff is exlent DR Hardiman and Yamanurappa brother is excellent customer care,5
"When news came that we needed to travel to India, alot of things came to mind. How do we choose the hospital from the many that are in India that will serve our needs. A referral was made to Cytecare hospital. Since arriving here. They haven't disappointed. Courteous staffs, clean eenvironment, Doctors who are very certain of their activities and machinery to support them too. During the admission, the wards are very clean, comfortable and delicious food served on time and right temperature. You can never go wrong with Cytecare Cancer Hospital, Bangalore.",5
"I want to do health checkup and screening, i got to know this hospital from google and i g1 thru the google review and feedback. Based on the review comments, i decided to go this hospital. This hospital is little far from my location. But it is best hospital I have ever seen. All the staff is very professional, helpful and courteous. Especially day care person Ms. Soumee, her cooperation and assistance help me lot for entire screening section from morning to evening. I want to thank, her cooperation and coordination. I recommend whoever wants to go, not to hesitate just step forward.",5
"Dr. Prasad Narayanan is a wonderful Doctor. The admin staff is great, Akash and the team. The Nurses in the procedure room and Chemo suite are experienced and take good care of the patients. It has been a great experience so far at Cyte Care. The hospital could improve on the discharge process as it takes time inspite of the efforts of the admin staff.",5
Very very bad existencee.... Very unprofessional... Doctors don't care about people waiting... They love chit chatting with there people and have no professionalism... They take appointments but they don't care whose waiting.. Very good lying... They say doctors are in rounds but fixture are not even in the hospital because they are stuck in traffic.. Totally insane right .. you'll step ito with same feeling..,5
"What a pathetic hospital , they can't manage it .only they know hang around tea shop.dont go for cancer screening.they dont care.",5
Pathetically managed.. We came here at 11am for woman cancer screening but it was wrong decision. They dont have dedicated staff to handle Health check up. All staff leave there place and enjoy tea cofee at counter. You will see patients suffer they enjoy the AC. Lots of staff but no solutions. They hang around.they did not complete the procedure said doctors are busy. Dont go there. Apollo and Manipal are better place. This pelole only look for party whom they can change after that they dont care.,5
"Good service and good staff facility, professional doctors, I recommend whoever wants to go, not to hesitate just step forward",5
"Very Good Experience with the staffs of the hospital with a concern of owness especially the OPD staffs like Gayathri , SriRam , Akash and shalin . A ton of thanks to Dr. Prasad Narayn for the wonderful experience. And Dr. Ragavendra for his kind support.",5
Its good hospitals in bangalore ..,5
"It's so awesome .I've never been in such a good?? and stunningly place like this before. You know how the staff and the hospital operators handles?? patient is just more than imaginable.????All the crews... Francis, Rowline, Shaylin,.. Bravo???? guys.You deserve 5stars.Thanks so much. This will be expressed to the world that it's not just a hospital, but a home for the rejected 1s..... A place full of love... ??..... Thanks.",5
"I had a mixed experience in this hospital..It has very excellent medical team,the Doctors,nurses,patient care..note I had some sessions on chemo,surgery and radiotherapy..never was I disappointed by any team..the Navigators keep you informed and the psycho oncologist keeps your nerves calmMy greatest disappointment which I h1stly wouldn't hide was to do with the billing and the team that handles international patients..this team gives you a lot of stress when it comes to payment issues..note you leave your country ready to meet your hospital bills..won't mention much of my odeal with them but management should game up on this..They will hike the bills...Bill you for services not given....They will want you to deposit as much dollars as you can and it's hustle getting your balance back..They will want to tag you to a certain blocker much as you were just a walk in or a referal to a particular doctor..too much stress..customer care not good.Well because of the good doctors and nursing team I will always come for my reviews but will be extra careful with the customer care and the billing staff..I Am sorry but this had to come out",5
"Excellent hospital. The doctors here are very much on top of their subject which you can sense with their confidence in the dealings . Here i would make a very special mention of my surgeon Dr Kenneth Dcruz whom i cannot thank enough for treating me with his exemplary standards .They also try their best to keep the patient well informed of the issue and various treatment options. The hospital is very neat clean and hygenic work a very decent canteen as well. The private ward is very comfortable with adequate luxury. you get the feeling that a lot of thought has been put to get the design of the hospital very thorough. Last but never the least the nurses, various other care taking staff , various admin all were not only adept at work but really happy to help which was so evident in their body language , and makes the stay feel like being at home. All in all I would say cytecare is a benchmark of a hospital. It's primarily a cancer treatment hospital but can do other surgical procedures as well which can be made known . thanks for your service and keep up the good work",5
The hospital is best for cancer. I also cure here. There Doctor and stuff very well.,5
"I went there with a lot of apprehension. You know when you enter a Cancer hospital as patient it is kind of scarry. But right from the watchman at the gate, the receptionist and all who followed had such beautiful smiles that I felt at ease. I was lucky too that there was nothing wrong with me. Dr. Pius was so attentive and so was Dr Mukta. Gems all of them. Thanks so much.",5
5 star will be too less for the care and extraordinary attitude of the doctor. (Dr.Prasad),5
very very good,5
The staff have been very helpful n very polite in every way. Am very greatful for the good services offered in Cytecare hospital. Starting from from office extended to the doctors protocal. Am very happy. Hv no words to express but to say may The Good God may always bless you all.,5
"Professional and efficient staff, functioning with a smile (20/10/18).Thoughtful enough to hand me a bottle of water. I observed that the doctors were very good natured (I am in NO position to judge their expertise). CONSISTENCY is the key, which every other Venture loses after promotion period. WISH YOU ALL THE BEST IN STAYING CONSISTENT.",5
"The navigation department helps you right from the admission to meeting specialized doctor. The day care people are doing a great job. You will find a very good support from customer care service. The ambience, facilities and people are very nice.",5
Very Good Ambience of Staff,5
All the staff are welcoming especially my thanks goes to mr shalin mr Rakesh and also ms Soume,5
Excellent service and h1st staff,5
Very good SUPORT from staff,5
During surgery and the treatment was wonderful and staff was caring. I recovered fast thanks to cyte care.,5
"This is the best hospital I have ever seen. The entire staff right from the entry gate to nursing, administration, doctors, technicians and the support staff is very professional, helpful and courteous.Moment you enter the Cytecare you are very well taken care with a lot of love and compassion.",5
"Cancer never gives a warning before invading the patients body and their lives. When my mother was diagnosed with Cancer in Nov 2016 she was already on a high stage of her cancer. I had to start her treatment immediately so I hardly had a lot of time to start searching for doctors or hospital. After 2 cycles of chemo when the situation was a bit under control and I started my research of finding the right doctor, better hospital for her further treatment. I was introduced to Cytecare by a friend in Dec 2016.From my very first interaction with their Senior Consultant: Medical Oncologist Dr. Prasad Narayan (from treatment & diagnosis POV) & their Hospital Administration Head Ms. Rehka Shivakumar (from hospitalisation POV) I got the confidence that there are hospitals and doctors in India that think of patients care first & help patients family to take informed decisions. At Cytecare I felt the approach towards treating the patient is holistic and comprehensive. They not only maintain higher treatment standards and follows protocols but also maintain a very high level of integrity.Each time, my mother had to to admited in ward or in day care I felt that her doctors and nursing/support teams approach toward her gave her a lot more confidence to fight back and feel good from within. I strongly believe a lively, hygienic & comfortable environment helps patients a lot emotionally to fight back their illness, especially something like Cancer that has already created a huge amount to anxiety within the patient and the family. Cytecare provides just the right environment.And at times I have felt they have g1 beyond expectation ??  thank you so much!From my experience since last 2 years I can say 1 thing for sure that each doctor (especially Dr. Prasad Narayan & Dr. Roopesh N), Patient counseling team (especially Meera Mam & Mili), Supporting medical team (Psycho Onco - Michelle, Dietitian - Mou), Nursing team, Ward Care teams, Billing & other Admin teams (Rekha & her team - Sunil, Vasanth, Shreerama & others), Radiation team (Dr. Ajay Rao & Dr. Vijetha Jayakumar), every1 been very supportive. Each and every member I ever had interaction with felt that they have the right sensibility and empathy towards the patient and their family.I am grateful how they have been taking care of my mother in the last 2 years.",5
"Treatment n services are amazing , Doctors Caretakers n admin have helped a lot in every process.Thanks a lot to the entire team .",5
"Very happy with everything,Doctors,staffs cleanliness name it .Its just awesome, God bless",5
"Cytecare is not a hospital,It is home away from home so well managed. All staff members are self motivated at all levels attending to the patients round the clock (security housekeeping,customcare,nursing staff,F&B)The navigators-Ms Milli ,Ms Asha,Mrs Meera were awesome they made the situation so easy to accept by their continues interaction with us.Not forgetting the nutritionist Dr Esther who adviced and constantly followed up with our diety requirement .Special mention of the young Dr Povamma who is outstanding,charming and made things so simple for the family to accept and handle the situation .Wish all the members of cytecare all the best and a big thankq to all for attending my relative who was undergoing the treatment in this hospital .",5
I'm taking treatment for ALL from Dr.Hari Menon.He's 1 of the best doctors in oncology.Excellent treatment and facilities.Nursing staff are very compassionate and supportive. All the staff are very friendly with lot of positivity.Charges are less compared to other cancer speciality hospitals.Highly recommended for cancer treatment,5
It was a good experince and the all stuf nice.I would like to thank Dr. Vikram as he is 1 of the best doctor and a respectful person.And also I would not forget Komal who helped us a lot.,5
"Excellent doctors and services, i was admitted for total thyroidectomy surgery Dr. Vikram was very helpful and friendly in the way of explaining my case.Stuff are good and helpful specifically jerinwas very helpful.",5
"Excellent hospital for cancer care.. friendly doctors and all the staff's especially the opd and ipd (billing) vishek, Rakesh, anditha, sunitha, gayathri, shreeram, prashanth, soume and without forgetting Stalin. Nice guy ; cheers",4
Excellent place for treatment Dr. Prasad Narayanan Dr Pais Dr Kenneth have treated us very well the nursing staff and the maintainace in the ward and opd as well is excellent,5
"""Dear Team CyteCare,I've fortunately been under the personalised care of Dr Vikram Kekarpure since 2014 & once he shifted to CyteCare I too happily followed ..and so have the many references I've given over the years .As an outpatient my requests for appointments thru Ms Rekha Shivakumar have always been accommodated & Sunita personally takes care of my routine tests.Not once have these routine appoint ments been delayed !!Last week, I was an in patient for a minor surgery & Dr Girish & Dr Kekarpure were most caring & endearing .My Family felt most reassured while interacting with Dr Kekarpure .The Insurance Team of Varsha & Manujith & the Nursing Team with Sri Lakskmi , Deepu & Jobish went the """" extra mile """".I'm a Hotelier & such sustained levels of service delivery are an exception & for a Hospital to constantly meet & exceed the expectations as is d1 at CyteCare is truly a huge achievement & a tribute to the Team.My Compliments to Team CyteCare)""",5
Nice place for treatment,5
"The hospital has many latest technology for the treatment of various types of cancer.The staff are courteous and always ready to help out.The doctors listen to you, explain the result of the tests and present various ways of treatment giving you the best for your situation. And its 1 of the best hospital in banglore..",5
All the services and the facility in the hospital are excellent and the doctors are also too good in responding to the patientsAlso thanks to Dr Prasad Narayanan and Dr Raghavendra for helping us out of the problem,5
"I am Mrs Elaine Lewis 71 years of age. I was diagnosed with breast cancer by Dr. Kenneth DCruz. As I had g1 to Dr. Kenneth DCruz for a hernia check-up he had asked me to do a few teats and a CT scan, which shown a lump in the breast.I was referred to Dr. Anthony Pais of Cytecare Cancer hospital by Dr. Kenneth. If not for Dr. Kenneth DCruz I would have not known that I have breast cancer and I am so grateful and thankful to him. I also visited him at his clinic many times but he did not take his consultations fee. May God bless him & his family for all the good work he is doing.When I visited Cytecare Cancer hospital and met Dr. Anthony Pais and after a couple of tests he confirmed breast cancer and advised me for a surgery. Dr. Anthony Pais along with his team of doctors made me feel very safe and comfortable in the operation theatre and the ward.After 1 month of the surgery I started chemo as advised by Dr. Prasad Narayanan. During my chemo treatment which lasted for 12 weeks. Dr. Prasad Narayanan made me feel very comfortable and would visit me every time the chemo treatment was going on. I still go to him for checkups and I must thank Dr. Prasad Narayanan and the doctors & Staff of the day-care centre.I would like to thank Dr. Anthony Pais, Dr. Prasad Narayanan, Dr. Kenneth DCruz and all the doctors & staff of Cytecare cancer hospital. May God bless each 1, my prayers will always be for them.I advise any1 with any sign cancer to please go to Cytecare Cancer hospital and I assure you of the best treatment & love.Elaine Lewis",4
The place is better then other hospitals and the doctor's give time to their patients making them feel comfortable and they give treatment keeping the patience comfort in mind.,5
"Having diagnosed with Breast cancer and looking for a place of treatment, I chanced upon Cytecare and took the chance. I am so glad I did. I met Dr. Anthony Pais and I knew I had come to the right place.Dr. Prasad Narayanan and Dr. Anthony Pais were the best team I could ask for to help me make it through. They re-defined normal for me and broke all the mental shackles I could have had regarding cancer. 1 word  brilliant I was working through the entire treatment and living a normal life  thanks to them treating me so normal and never allowing me to feel bad for myself or feel any different.The day care staff are awesome individuals who resonate so much positive energy that chemotherapy felt like a walk in the park. Yes I am making it sound simple but truly, they made it so simple for me. Smiling faces I would meet and smile through the day. For my surgery, I was in hospital for 2 weeks and the attention and care I got was very good. Treatment is their top priority but there is absolutely no compromise on the mental well -being of the patient. During this phase, a big focus is diet and nutrition  I havent seen any hospital emphasizing on this so much. Esther is like a genie who was constantly moderating my nutrition need and ensuring I was being fed happy food while keeping my treatment in mind. I found many happy souls who not only helped in me this journey but have become friends  Michelle and Mili are 2 of them. I have to mention the help staff who do their duty with so much love and dedication. Special mention to Suresh Ramu- CEO who is so hands on and probably that is why this hospital is so different from any other healthcare institution.Today I have finished my treatment and I have the entire staff to thank  from those at the reception to the doctors, nurse and help staff. Every1 in this hospital is such a giving person that they make you feel comforted and happy through this journey",5
"Visited Cytecare hospital,bangalore for my mother in law's treatment. Glad to have visited as I was able to understand the illness better. Kudos !!! to the front office team who coordinated doctor's appointment and all billing details would like to specially appreciate Akash Ravindran for all the support for coordinating with the lab for us to have received reports.",5
Should give zero review to this hospital. only m1y making . We just went for a second opinion from Dr Kenneth Dcruz. Never met such a doctor who just took 2 seconds to read the report and said not possible. We requested him to see the CT scan CD (which he can see from his monitor) but he referred 1 more doctor Radiologist and 1 more for general physician. each doctor have their own fees . We came with our problem and that doctor is just in making m1y. Never visit this hospital they just suck m1y as blood and make people to die. I dont know how they are getting this waste reviews. I went by reviews please dont make such mistake. Seeing the sad face of Dr Kenneth Dcruz never feel like patients can have any suggestion to live further happily.,5
"Cytecare Hospital is a very good hospital for.cancer, also it has a very helpful staff.I'd like to say thank you",5
Cytecare hospital is 1 of the best hospital in India I came and found the Doctorsand all staffs are so commited to their service,5
Everything is good from down to up.Doctors and Management very supportive.,5
Amazing. Simply the best. It's a 5 star from me. I love Cytecare.,5
Thanks for Dr Harish he is a very humble person and Dr Raghavendra also.They are treating my brother will all efforts and hope to have a good result from the treatment,5
"Hi, this is Kokila. Whoever is reading this review might be because you or some1 whom you love/care is diagnosed with Cancer. Well, you are in the right place.You must be going through lot of confusion on deciding where to get the treatment d1, which doctor to approach, will I get right treatment and so on. Since, I have g1 through this confusion, during my initial days of my diagnosis, I am writing below review, which might help you to get some answers to your questions.As most of you know already, for any cancer treatment, the common protocol followed by most hospitals, is chemo, surgery and radiation. But, it is important to choose right medication with appropriate dosage and that can be d1 only by proper analysis of disease by best team doctors, including Medical Oncologist, Surgeons, Pain management, Radiologist and rest of doctors.In my case, I was lucky to get in contact with Dr. Prasad Narayan, who did thorough analysis of my situation and exploring best chemo medication available in the market, appropriate for my case. As my situation was very complicated, he evaluated multiple opinions from various senior doctors on our behalf, to give best solution. His knowledge, patience and caring nature has helped get my disease, in control. Thanks to him and I would say, he is best Medical oncologist in Bangalore.Talking about cancer treatment, it is not only about medication targeting the tumor, but it is side effects of medications and pain we have to deal with the tumor. I was going through great deal of pain and approached multiple doctors in city, but no 1 could get me the relief, from my pain. At last, I got reference to Dr. Ragavendra and his experience in pain management proved to be best in my case. He treated my case with such an intense of care with right medication, dosage and procedures to attack the root cause of my pain. He works closely with individuals to patiently listen to the problem and provides the best pain management solutions. It is rare to find such a passionate, h1st and patient centric professional.I would also appreciate the support provided by Radiologists Dr. Muktha and Dr. Nagraj for their thorough analysis of the disease through appropriate scan and reports. They both have immense knowledge in field and are guiding the Surgeons and Oncologists to provide best care to patients.Last but not the least; I want to thank the nursing staff, who played critical role in giving comfort and care during the chemotherapy cycles. With all the pain, I was going through, their smile and care, was very comforting.Past 1 and half year, which I spent in fighting this horrifying disease, Cytecare team of doctors, nursing and other staff, stood by my side and helped me get out of this tough phase of my life. I am very grateful for their support and care.Thank you Cytecare team. Please continue to provide best care, support and cure to many more patients.",5
Highly recommended ..efficient doctors and staff,5
Cytecare has been a saviour of my condition since 2018 when I was first diagnosed with breast cancer.Dr. Poovamma has not just been a surgeon treating my condition but always a pillar of support guiding me through this long journey of my recovery. Thank you to all the support staff at Cytecare who have always made me feel at home during this journey. Every staff irrespective of their different job profile was always there to attend to any requirement. I am greatful to every1 in cytecare.,5
"Went here for my dad..I am writing down my experience over the course of a month..We initially met Dr. Prasad, took a CT at the hospital and he waited to discuss with us on the same day. We were referred to surgeon Dr Kenneth. Dr Kenneth performed specific diagnostics and also he helped to answer for a lot of questions, doubts what typically 1 would get. Prior to surgery his team started educating/helping us. I must mention about Dr. Tshering, who was from the surgery team, was extremely supportive from pre-surgery to post-op till the day of discharge. Although it turned out to be a major surgery than discussed prior, I am really thankful to Dr. Kenneth to have d1 the best of what needs to be d1 for my dad. Thanks a lot Dr. Kenneth, just cant say enough. Attempting a surgery which lasted for 11 hours, you can bet that he is a master in what he does. My dad (67) has almost recovered to the point how he was before surgery and he has recovered good enough to do his daily tasks independently (there are surgery related outcomes but I think we dint have a choice). Also a special note of thanks to the other doctors across departments - Dr. Lokesh, Dr. Anto, Dr. Samyuktha. The management team under Mrs. Rekha, OPD co-ordinator Shreeram , Akshay, physio Reddy Sir all were very supportive too. Overall I am well satisfied with Cytecare's services. Thank you Cytecare !!!",5
Hi..my self afzal pasha i was diagnosed with rare deases sacral tumor (1 type of blood cancer)dr hari menon sir given treatment to me...i just got 3 cycle chemotherapy....and my cancer g1...now am fine and cancer free....Dr hari Menon sir is good doctor....he is not a doctor he like god....thank u sir good bless you...i pray for u forever.......thank you cytecare,5
The doctor was v sweet to talk and advised well.,5
(Translated by Google) A hospital specializing in oncologyExcellent attention and very sophisticated treatment(Original)?????? ????? ?? ????????????? ????? ?????? ???? ????,5
I have visited the hospital on last wednesday with my mother in law. Very friendly staff around. Really appreciate the way they handle the patients and their companions. Dedicated staff for helping in registration especially a kerala guy who was there in 1st floor OPD. Very easy way to get appointments.,5
"(Translated by Google) I thank those in charge of this hospital for their concern for my wifeAmira Ali Yahya, I especially thank Dr. Roopesh for his efforts in my wifes operation and his and his staffs assistance to us. ..they have our sincere appreciationI also thank the hospital staff for their extra attentionWith patients and good treatmentIt is truly a hospital worth visiting, and I advise every oncology patientVisit this hospital and you will find complete care. ...Thanks(Original)???? ???????? ??? ??? ???????? ????????? ??????????? ??? ??? ???? ????? ??????? .Roopesh ??? ?????? ?? ????? ?? ????? ????? ????????? ?? ??????. ..??? ???? ??????????? ???? ???????? ??? ???????? ????????? ????????????? ????????? ?????????? ?????? ????? ??????? ????? ?? ???? ??????????? ??? ???????? ???? ??? ??????? ??????. ...????",5
Amma i love you Kannada movie shooting in hospital,5
"(Translated by Google) A good hospital with international standards, but the prices are somewhat high... All the best(Original)?????? ??? ???????? ?????? ???? ??????? ?????? ???? ??... ?? ???? ???",5
Go for your cancer treatment,5
Really good doctors and staff. I strongly recommend them.,5
"Am grateful to Cut-rate as my father got treated and received a very good care from the whole cytecare team including the doctors, nurses, administration.We are happy to recommend it to all needy people and my comment is to KEEP IT UP.",5
"Extremely warm people, right from the doctors and all the staff. Doctors are very good too specially Dr Anthony Pias and his team. Very well maintained hospital. My mother got treated her and doctor Pais and his team helped her recover soon. Thank u??",5
"This response is with reference to Priya Fernandes. Hope she gets to read this :-Having known Dr. Kenneth since many years and many of my friends and loved 1s have received treatment from him. It was very sad to read the review written by Priya. Very hasty judgement and short sighted i must say. Dr.Kenneth as I know is 1 of the few surgical oncologist, who considers all the 3 viz, long term outcome/prognosis, quality of care and cost of treatment , when he makes clinical decisions. Sometimes in Cancer, it is also important to know what not do, than to jump to conclusion and start some treatment immediately.Accurate Diagnosis is the prerequisite to treatment, do not hurry, Every case will require careful scrutiny and assessment, before a surgeon decides to pick his tools. Instead of being angry, you must be happy that he is being so diligent to get your case reviewed by the relevant specialists, so that clinical decision making is not only easy, but correct. He has the most skilled hands of a surgeon, and that is all that is needed for the best surgery to happen. It is important that you are in safe hands for treatment. My best wishes to you.",5
"To All the Staff of Cytecare Hospital,I just wanted to express my thanks and appreciation for the wonderful treatment and care you all showed to me following my recent Acute Myeloid Leukemia (AML) treatment.Before I came into hospital for the treatment, I was very nervous and daunted by the fear of the unknown but you were all so kind and reassuring when I arrived which took away a lot of my apprehension.Id like to particularly thank Dr. HARI MENON and his team for their expertise in the medication from day 1 till end of my treatment. There were members of the team whom I saw on a daily basis and whom I became particularly close to during my stay in the hospital.However, Id also like to thank all the other people (Dietician team, Support and administrative team, Security team), too numerous to mention who all played such an important part in my treatment and recovery.Also would like to thank Mrs. Mili Barua for educating breathing exercise (Deep breathing, Count breathing, Sadanta Pranayama, DRT) during my stay in the hospitalNow, I am recovering and it has happened only because of your medication. I am sure will be fine and running soon.I, once again, would like to express my gratefulness towards your kindness and generosity for all your care and support",5
"The best cancer speciality hospital in Bangalore. The team at Cytecare are through professionals. Dr. Hari Menon is the best Haemotologist in the country & practices here. Also, a huge shout out to other amazing doctors - Dr. Raghavendra, Dr. Amelia, & Dr. Ajay Rao. Michelle, Mili, Prema, Madhu, Manujith, Purnima & all the Nurses and staff in OPD & the wards are Amazing!!!",5
"My name is Philip Kipserem Sitienei. I am from Eldoret, Kenya and I came to Cytecare Hospitals Bangalore for oncological medical treatment. The experience was great due to the good reception from our NHIF agents led by Mr. Shivjith Shetty, Mr. Rowlin Mathias and Mr. Rakheesh. They were examplary. The Doctors both Hari Menon and Prasad Narayanan are of exceptional experience in the understanding to the patient's need and requirements during and after management.The hospital, support staff in general are too concerned. We felt more at home while at Cytecare and happy to have chosen Cytecare Bangalore we wish them all the best and may you continue giving your expertise to the needy. We promise to share the knowledge we have now about your great management to the people back at home(Kenya). Thank you very much for your management and our stay here was worthwhile. God bless Cytecare Hospitals Bangalore.",5
SANTOSH GOWDA from vijayapura Bangalore I visited Cyte care hospital 2/5/2018 for general check up mouth cancer....i met Dr Girish shettar & I felt like my home environment such a experienced surgeon who treated very patience and he guided me very positively....coool minded....good to see like this hospitals in this curupted modern era..... Overall I felt happy with the doctor who made me feel happy of my rest of future life...thank you Dr Girish shettar & the hole staff of Cyte care hospital Bangalore......i loved ????,5
"My experience at Cytecare has been an extremely satisfying 1.Their holistic approach in treating cancer is exactly what we wanted. The personal care and concern from the doctors especially Dr Ajay Rao and Narayan Prasad, to the nurses from the administrative staff to every attendants, is truly commendable.I can never forget the navigators specialy Mili, Asha and Mira who were constantly by our side talking 1 through the ordeal. Pain and palliative department under Dr Raghavendra taking care any difficulty or pain and making the journey so much easier.The nutrition department especially Esther who not only custom makes your diet but also updates with follow ups.We are very Happy we chose cytecare.",5
"Very nice hospital. Highly recommend. Fantastic doctors with the best bedside manner ( missing in today's healthcare).Nutrition department under Esther is really good. As a care giver I was able to observe how customised the menu is. Most hospitals give a standard meal. Here the nutrition department is actively involved in meeting each patient and talking to them on a daily basis, understanding their needs and changing the menu accordingly. Food is brought on time at regular intervals depending on the nutritional needs of each patient. It's not good to fall ill or to be diagnosed with cancer but if you want to feel at home despite all the mental turmoil...this is the best place to be in Bangalore. We got very good treatment from the CEO to the cleaning staff and security....everybody is empathetic and so courteous. Nursing staff is also 1 of the best ....efficient and totally professional .",5
"(Translated by Google) I am from Sudan. My sister is sick with breast cancer. She came to India for treatment. I went to a number of hospitals and did not find treatment. Rather, they boarded us and drained us. I decided to return and search for treatment in other countries. A brother called me by chance. I attended the hospital and found the correct treatment. All the care and care from the administrators, doctors, and all the workers. Good reception. And the best services. The hospital is very clean and caring, and all the services, and with the lowest costs. I advise every patient who has been cured by God to receive treatment here. By God, what I say is a martyr. I wish every1 a speedy recovery. Thank you.(Original)??? ?? ??????? ???? ????? ?????? ????? ???? ??? ????? ?????? ????? ???? ?? ?????????? ??? ??? ?????? ?? ???????? ?? ???????? ???? ?????? ?????? ?? ?????? ?? ??? ???? ???? ?? ??? ?????? ??????? ????? ???????? ????? ?????? ?????? ?? ??????? ??????? ?? ????????? ??????? ??? ???????? ??? ????????? ????? ??????? ???????? ????? ??????? ???????? ??? ??????? ??? ??? ?????? ???? ?? ???? ???? ???? ??????? ??? ???? ??? ?? ???? ???? ????? ?????? ???? ?????? ??? ?????",5
1 of the best hospital and doctors.,5
"Dear sir, I am doing well. I hope, I will cure soon by the grace of Allah in your Hospital. I want to bring to the notice of my Doctor that I am taking Cyclsporin A from last 15 days.. I am healthy. My sugar level is normal now.But BP was 155 /115. Urea creatinine test is normal. No repetition of lessons.But I am suffering from lot of legs pain.Please give me sir Proper suggestions. Thanking you very much.Yours faithfully. Imam Saheb T",5
"Cytecare has an amazingly well qualified team of doctors. Also with their wonderful social initiatives, there are on a mission to touch as many lives as they can. We had referred to Dr Hari Menon on their team for my mother's MM case. As the patient was not from Blr, Dr Menon went out of his way to give a detailed reply to the queries we posted to him on email and guided us to the best possible treatment options and its pros and cons. With such a committed team, Cytecare indeed has a bright future and its patients are in safe hands.",5
"Best hospital i have ever seen in Bangalore.Very very polite staff and security guards. Not even a single confusion i felt about the treatment or billing.was guided by the staff on every step of the hospital.i was a attender there for 2 days ,I was given domentry beds to spend night when patient was in ICU.only thing i felt is no bathrooms to bath for attenders in ICU care giver lounge.attender has to stay without bath till patient is in ICU.were as hospital is very very good and advanced in treatments.",5
Cytecare is 1 of the best cancer hospital in India. I felt so good here - Nursing staff are so helpful and cleanliness is maintained properly here. And special Thanks to Meera Raj(patient navigator)who encouraged me and gave confidence to me..due to her I copped with the treatment positively!!!!!,5
"Excellent surgery by Dr. Kenneth D Cruz.Excellent care by Anesthesist Dr Dinesh & Excellant health care by Cyte care team.Very good reception team counter for guidance,quick response of nursing team on 1 bell only.Fentastic cleanliness in rooms,Bathrooms & surroundings.Experienced proper care for hygenic conditions.",5
"First of all I would like to extend warm felicitations to the dynamic management of Cytecare Hospital Banglore for completing 1 year of successful performance.I am personally thankful to the hospital, its dedicated staff and responsible management for my satisfactory and fruitful treatment at this hospital. Besides its proactive medical and administrative staff, the Hospital is equipped with State of art facilities to ensure availability of latest technology to its patients.The most striking feature of this hospital that I noticed was warmth. Right from my entering the hospital I never felt like coming to a place where people dont really like to come unless forced by the need for medical treatment. I indeed felt like coming to a place well known to me and in a welcoming environment, right from the security staff wearing pleasing smiles and courteously saying Namaste to the administrative staff ready to make me feel comfortable , to the professional and positive approach of attending doctor and his team and finally to the excellent hospitalisation and nursing facilities.I wish my very best to the hospital in its sincere and relentless pursuit to achieve higher standard of excellence in dispensing high quality treatment.",5
"My name is Guyo Adano from Kenya. I learnt about cytecare from a friend who earlier visited here. However, after bringing my mum to this hospital is when I learnt better about cytecare. Precisely, I am really impressed with services here. The doctors were excellent and so compassionate in dealing with us. The other staff too received us warmly and treated us with utmost respect and kindness. I am looking forward to visit again and equally highly recommend to my fellow Kenyans too. Thanks.",5
Samarpita You are an asset to organisation we value your relation and efforts to customer service The treatment of the cytecare is good Dr Prasad Narayan Dr Raghvendra are blessed and have miraculous hands,5
"The CyteCare team is absolutely amazing, right from the security staff, admin and customer service to the nursing staff and doctors!! My mother was admitted for over a month and the care she received is something we have never experienced before! Dr. Menon instills utmost confidence in his patients and the care givers . This is really what pulled us through the difficult times. Dr. Raghavendras care for pain management specially how he feels the pain of his patients brought a lot of cheer and relief to us! Thank you CyteCare for your comprehensive care program!",5
Good,5
(Translated by Google) I thank the hospital's doctors and nurses for their interest in me from the beginning of treatment until now. I thank them very much(Original)???? ?????? ?? ?????? ?????????? ??? ???????? ?? ?? ????? ???? ??? ???? ?????? ???? ?????,5
Care well taken,5
It's 1 of the best cancer hospital in india...,5
Hospital is excellent and service is superb!!!! Thanks Cytecare for the support.,5
Nice place and great experience,5
"I want to take a moment and tahnak Cytecare Hospitals and its amazing Doctors Dr Hari Menon Dr Ajay rao and Dr Aparna for the exceptional care you have given to my daughter , never hesitant to anser all our questions and your heniune warmth and care . Your staff was always kind and helpful , We coudent have chosen a better Hospital and a Doctor .",2
"Cytecare is probably 1 of the best cancer speciality hospital in South India. Being there and met doctors have always given me a sense positivity. The support staff is amazing and I wish they were located somewhere inside the city. However, the treatment comparing to other hospitals is of top quality.",5
Good and professional patient care thank you for taking extremely good care of my wife,5
The best in bangalore,5
